REGION,COMUNA,ZONA,SEXO,EDAD,P52_1,P52_2,P52_3,P52_4,P52_5,P52_6,P52_7,P52_8,GSE,P38,P42
15,139,1,1,27,5,6,5,4,10,6,4,6,5,2,1
15,139,1,1,17,7,7,8,6,10,5,8,5,4,1,1
15,139,1,1,24,2,2,3,4,2,1,1,2,4,2,2
15,139,1,2,16,1,1,1,1,4,4,5,1,4,1,99
15,139,1,1,23,3,3,3,3,8,4,4,3,2,2,3
15,139,1,1,19,99,99,99,99,99,4,4,8,4,2,3
15,139,1,1,23,2,3,3,2,5,4,4,3,4,2,99
15,139,1,2,15,5,5,6,4,7,6,6,5,3,1,1
15,139,1,1,16,1,1,3,1,3,6,2,1,3,1,2
15,139,1,2,17,3,3,5,3,2,5,5,8,3,1,1
15,139,1,1,15,8,10,10,7,10,6,10,8,4,1,2
15,139,1,1,15,1,5,5,1,4,5,5,5,3,1,3
15,139,1,1,26,1,3,3,3,4,3,3,3,4,1,1
13,116,1,1,18,2,2,2,2,4,4,4,6,2,1,2
13,116,1,2,21,5,3,4,3,5,5,3,5,4,2,3
13,116,1,1,20,3,2,1,3,5,6,5,1,4,2,1
13,116,1,1,16,5,5,5,1,10,5,10,10,4,1,3
13,116,1,2,17,4,4,4,3,6,5,5,2,3,1,1
13,116,1,2,26,1,4,4,4,8,2,4,5,4,2,1
13,116,1,2,28,1,1,1,1,1,1,1,1,3,2,2
13,116,1,1,20,1,1,1,1,1,1,1,4,4,2,3
13,116,1,2,26,1,1,1,1,1,1,2,1,4,2,1
13,116,1,2,16,5,7,8,5,7,6,8,4,2,1,1
13,116,1,2,15,1,1,1,1,3,1,3,1,4,1,2
13,116,1,1,24,5,5,5,5,5,5,5,7,4,2,2
13,128,1,1,21,1,5,5,1,5,5,5,1,2,2,1
13,128,1,1,25,3,2,3,3,5,2,5,3,3,2,2
13,128,1,2,22,1,1,1,1,1,1,1,3,3,2,2
13,128,1,2,25,1,1,1,1,1,1,1,1,3,2,2
13,128,1,2,24,1,1,1,1,5,1,5,5,4,2,99
13,128,1,1,20,1,1,1,1,5,3,4,3,3,2,1
10,83,1,1,29,2,2,5,2,8,7,3,5,4,2,1
10,83,1,2,18,2,2,2,2,1,1,4,5,4,1,1
10,83,1,2,16,5,5,3,3,3,3,3,2,4,1,1
10,83,1,2,20,1,4,2,2,5,1,5,3,4,2,3
10,83,1,2,21,3,7,7,5,8,1,5,2,4,2,1
10,83,1,1,19,3,4,4,3,5,5,5,5,4,2,99
10,83,1,1,19,3,4,4,3,6,3,5,3,3,2,3
10,83,1,1,23,3,4,4,3,5,3,5,4,2,2,99
10,83,1,2,27,2,4,4,2,6,1,6,5,4,2,1
10,84,1,2,18,1,1,1,1,1,1,3,1,3,2,3
10,84,1,2,18,1,1,1,1,7,1,5,5,3,1,99
10,84,1,2,22,4,4,4,2,6,4,7,6,3,2,3
10,84,1,2,18,4,4,5,4,6,3,6,3,3,2,3
10,84,1,2,15,5,10,8,5,10,10,10,10,3,1,3
10,84,1,1,16,1,1,1,1,7,5,8,5,3,1,99
10,83,1,2,27,1,3,3,3,6,2,5,4,4,2,1
10,83,1,1,21,1,4,4,1,6,1,4,4,2,2,99
10,83,1,1,20,2,5,4,2,5,2,5,5,4,2,3
10,83,1,2,29,3,4,4,3,6,3,5,3,4,2,3
10,83,1,2,18,2,4,3,2,5,3,5,3,4,2,1
9,77,1,2,15,2,3,3,5,6,1,3,5,2,1,99
9,77,1,2,20,5,5,6,4,6,5,4,7,1,2,1
9,77,1,1,22,1,1,1,1,6,7,8,3,1,2,1
9,77,1,1,23,2,2,2,2,7,4,5,5,3,2,1
9,77,1,1,25,1,1,1,1,6,1,4,5,2,2,1
9,77,1,1,23,3,3,4,3,3,5,4,2,3,2,1
15,139,1,1,18,5,6,7,5,7,7,6,8,2,2,2
15,139,1,2,16,2,1,3,1,4,4,5,5,3,1,1
15,139,1,2,16,5,10,9,8,10,10,5,5,4,1,3
15,139,1,2,18,1,1,2,1,4,4,1,10,5,1,2
14,136,1,2,19,4,5,5,5,7,6,6,6,3,2,2
14,136,1,1,15,4,6,6,3,8,9,5,3,4,1,2
14,136,1,2,29,7,10,6,2,1,7,10,7,3,2,2
14,136,1,1,21,1,4,5,3,6,6,5,4,5,1,2
14,136,1,1,15,1,2,2,3,4,4,3,3,2,1,1
14,136,1,2,16,9,10,7,6,10,5,3,8,4,1,1
13,93,1,1,20,1,1,1,1,5,2,1,2,4,2,1
13,93,1,2,19,1,1,5,1,8,8,1,6,5,2,2
13,93,1,2,21,5,6,5,4,6,6,6,6,4,2,1
13,93,1,1,15,5,5,5,5,7,7,5,6,4,1,1
13,93,1,2,17,1,1,1,1,6,6,3,6,3,1,1
9,77,1,1,24,1,1,1,1,10,1,8,1,2,2,1
9,77,1,2,24,3,3,3,3,5,2,5,3,3,2,2
9,77,1,2,21,6,5,6,3,6,6,4,7,3,2,2
9,77,1,1,20,1,2,4,1,5,1,1,5,3,2,1
9,77,1,1,17,7,5,10,1,5,5,8,8,2,1,2
9,77,1,2,19,4,4,4,4,4,5,3,3,3,2,1
9,77,1,2,21,5,6,5,4,4,3,5,6,3,2,2
9,77,1,1,20,1,1,1,1,5,5,5,6,5,2,3
9,77,1,1,26,1,1,1,3,3,2,3,1,2,2,1
9,77,1,2,24,4,4,4,4,4,4,4,1,4,2,1
9,77,1,1,28,1,2,2,2,5,2,4,8,5,2,99
9,77,1,2,26,6,7,6,6,7,5,8,5,4,2,1
15,139,1,1,20,2,2,2,6,4,8,7,7,4,2,99
15,139,1,2,22,2,3,3,3,6,6,4,6,4,2,2
15,139,1,2,22,2,2,2,2,4,2,3,3,4,2,1
15,139,1,1,20,5,5,4,4,5,5,5,5,4,2,3
15,139,1,2,17,5,5,1,1,1,5,5,5,4,2,3
15,139,1,2,16,5,5,10,5,10,10,10,1,4,1,3
5,25,1,1,18,3,2,3,1,5,2,3,2,3,1,3
5,25,1,1,23,4,4,4,3,4,3,3,3,3,2,2
5,25,1,1,20,1,1,3,1,1,1,1,1,4,2,3
5,25,1,2,25,1,4,5,1,5,4,5,4,3,2,2
5,25,1,2,21,3,4,3,3,3,4,4,3,4,2,3
5,25,1,1,25,1,2,3,1,4,1,5,1,5,2,3
5,25,1,2,28,1,2,3,4,5,3,6,3,3,2,1
5,25,1,1,26,3,6,8,1,8,7,7,8,2,2,1
5,25,1,2,19,1,1,1,1,1,1,4,1,4,2,99
5,25,1,1,18,1,2,2,3,2,2,5,7,3,1,1
5,25,1,1,17,3,3,1,1,1,1,1,10,4,1,99
10,83,1,1,17,4,4,4,4,7,3,4,4,4,1,1
10,83,1,1,18,5,5,5,5,5,6,6,6,3,2,3
10,83,1,1,22,5,3,5,3,8,5,9,3,3,2,2
10,83,1,2,15,3,3,3,3,5,3,5,8,3,1,1
10,83,1,2,15,4,4,4,4,4,4,4,6,4,1,3
10,83,1,1,23,3,3,3,2,1,3,4,1,5,2,1
13,127,1,2,20,1,3,5,1,7,1,3,1,2,2,2
13,127,1,2,16,1,1,3,1,3,1,1,1,3,1,3
13,127,1,2,15,1,2,4,2,1,1,6,3,2,1,2
13,127,1,2,21,1,1,3,1,1,1,1,6,2,2,2
13,127,1,1,20,1,1,6,3,7,8,1,1,1,2,3
9,77,1,1,29,1,1,4,1,4,6,3,5,2,2,1
9,77,1,2,19,1,2,2,2,6,6,1,4,2,2,1
9,77,1,2,27,4,5,5,1,7,4,4,6,3,2,1
9,77,1,1,29,1,1,3,1,1,1,3,1,3,2,3
9,77,1,2,22,1,1,5,2,8,6,6,6,2,2,1
9,77,1,1,26,2,1,1,1,7,3,3,1,4,2,1
13,106,1,1,23,3,3,5,2,5,5,5,4,3,2,2
15,139,1,2,21,5,4,5,3,5,3,5,5,4,2,3
15,139,1,1,15,4,6,5,5,3,4,6,3,3,1,2
15,139,1,2,26,5,5,3,4,6,5,7,6,3,2,3
15,139,1,2,25,3,2,9,3,7,7,7,10,4,2,3
15,139,1,1,18,2,3,3,2,2,2,2,4,4,1,3
15,139,1,2,25,5,7,2,3,10,2,10,1,2,2,3
15,139,1,2,23,5,6,6,5,6,6,5,5,4,2,3
15,139,1,1,24,1,3,4,1,8,4,6,3,4,2,2
15,139,1,1,20,3,4,4,5,8,5,5,5,2,2,1
15,139,1,2,17,99,99,99,99,10,7,10,6,4,1,1
15,139,1,2,28,5,5,5,5,8,7,8,6,3,2,2
15,139,1,2,15,3,5,1,1,5,5,6,1,4,1,3
15,139,1,2,21,1,5,1,1,5,7,5,5,3,2,1
15,139,1,1,18,4,5,2,1,5,6,8,1,3,1,3
15,139,1,2,28,3,3,4,3,7,4,6,6,4,2,99
15,139,1,1,17,1,1,1,1,5,1,5,8,2,1,1
15,139,1,2,26,1,3,2,1,9,6,6,6,2,2,99
15,139,1,2,28,2,3,3,2,4,4,4,3,4,2,1
15,139,1,2,23,5,5,5,5,5,5,5,5,3,2,1
15,139,1,1,23,1,1,1,1,3,3,5,5,4,2,1
15,139,1,2,24,1,1,1,1,5,2,3,1,4,2,1
15,139,1,1,29,3,3,3,3,5,3,3,3,3,2,1
15,139,1,1,22,4,6,7,8,10,5,7,9,5,2,2
15,139,1,1,15,8,8,8,5,8,8,8,8,3,1,3
15,139,1,2,16,10,10,10,7,10,10,10,7,3,1,1
15,139,1,2,24,6,5,5,5,10,10,10,10,4,2,2
15,139,1,1,27,1,1,1,1,1,1,1,1,4,2,3
15,139,1,1,24,3,5,7,1,9,9,8,9,4,2,2
15,139,1,2,23,3,3,5,4,8,7,99,1,3,2,2
15,139,1,1,23,4,5,4,4,7,4,5,7,4,2,1
15,139,1,1,16,4,5,7,5,10,7,7,7,3,1,2
15,139,1,1,20,5,4,4,4,4,5,4,2,1,2,2
15,139,1,2,17,1,5,5,3,5,6,7,2,4,1,1
15,139,1,2,19,4,6,6,3,5,4,6,3,3,2,2
15,139,1,1,15,5,5,6,3,9,5,5,8,4,1,2
15,139,1,2,17,2,1,2,2,7,2,2,5,3,1,1
13,129,1,1,17,4,4,3,4,5,5,4,6,3,1,99
13,129,1,1,25,4,4,5,5,4,4,5,5,3,2,3
13,129,1,2,28,6,7,8,6,6,7,6,5,2,2,1
13,129,1,2,29,4,5,5,4,4,6,5,4,2,2,2
13,125,1,2,17,2,1,2,1,4,2,1,2,3,2,1
13,125,1,2,25,3,4,4,1,3,4,5,4,4,2,2
13,125,1,1,28,4,5,4,1,4,4,4,5,3,2,3
13,125,1,2,21,1,1,1,1,4,1,1,1,3,2,2
13,125,1,2,15,2,1,1,1,4,2,5,4,3,1,2
13,125,1,1,29,5,5,5,4,7,4,6,4,4,2,1
13,129,1,1,28,1,1,1,1,5,1,1,1,2,2,99
13,129,1,1,27,1,1,5,1,4,1,1,1,2,2,2
13,129,1,1,16,3,4,6,2,3,4,4,3,3,1,2
13,129,1,1,23,6,7,7,3,6,3,6,2,3,2,99
13,129,1,2,25,2,3,4,2,3,3,4,1,3,2,99
13,129,1,1,25,1,1,8,1,9,1,1,1,2,2,99
13,110,1,2,25,5,5,5,5,8,6,1,7,4,2,1
13,110,1,2,23,4,4,4,4,7,8,8,8,4,2,1
13,110,1,2,22,3,2,5,1,10,6,5,1,4,2,1
13,110,1,1,28,3,2,3,3,5,3,5,5,4,2,1
13,110,1,2,27,2,2,2,2,7,6,6,6,4,2,2
13,110,1,1,25,99,2,5,5,8,8,2,7,4,2,3
13,110,1,1,18,5,5,5,5,7,6,6,6,5,1,1
13,110,1,1,28,5,5,5,5,8,7,2,6,4,2,1
13,110,1,1,15,4,4,4,4,7,6,2,6,5,1,1
13,110,1,1,27,6,6,6,6,7,6,4,7,2,2,1
13,110,1,2,25,1,1,1,1,6,6,6,6,5,2,1
13,110,1,1,28,4,6,4,3,4,6,1,6,2,2,2
13,110,1,2,19,2,2,2,2,7,6,1,2,4,2,1
13,110,1,2,20,3,3,3,3,9,8,1,6,4,2,99
13,110,1,1,28,1,1,4,1,1,1,1,2,4,2,99
13,110,1,2,18,7,7,7,7,7,7,7,7,4,2,1
13,110,1,2,28,2,2,2,2,6,6,2,6,4,2,99
13,110,1,2,22,4,4,5,4,6,6,6,6,4,2,2
13,120,1,2,15,4,4,4,3,10,4,7,9,3,1,99
13,120,1,2,17,1,1,1,1,1,1,1,1,4,1,1
13,120,1,1,22,3,4,5,4,6,4,4,10,3,2,1
5,28,1,1,16,2,2,5,2,10,2,1,2,2,1,99
5,28,1,1,17,3,3,3,3,8,3,2,3,2,1,99
5,28,1,1,17,2,3,8,3,10,4,4,4,4,1,1
5,28,1,1,18,1,1,2,1,3,2,2,1,3,1,3
5,28,1,2,29,1,2,3,2,2,3,2,2,3,2,99
5,28,1,2,26,2,3,3,3,3,3,2,3,3,2,3
5,28,1,2,26,2,2,1,2,2,2,2,2,2,2,99
5,28,1,2,26,4,5,1,1,5,5,5,4,4,2,99
5,28,1,1,22,3,5,3,3,6,5,5,6,5,2,1
5,28,1,1,20,5,8,2,2,8,5,2,2,4,2,99
5,28,1,1,26,4,4,6,3,8,7,6,9,5,2,2
5,28,1,2,25,1,1,4,1,1,1,1,1,3,2,1
5,25,1,2,23,2,8,4,4,8,5,5,6,1,2,99
5,25,1,1,16,1,1,2,2,8,2,5,1,2,1,2
5,25,1,1,16,1,1,1,1,1,10,5,5,1,1,2
5,25,1,2,18,2,1,2,2,4,4,4,4,3,1,3
5,25,1,2,29,4,7,4,4,7,4,3,3,5,2,3
5,25,1,2,27,1,1,1,1,6,1,6,3,4,2,3
5,25,1,2,22,1,1,1,1,6,1,4,4,5,2,99
5,25,1,1,24,1,1,5,1,5,1,5,3,4,2,3
5,25,1,1,16,5,5,5,3,7,3,6,4,3,1,3
5,25,1,1,24,8,8,8,7,7,4,8,4,4,2,3
5,25,1,2,26,5,5,5,4,7,4,6,3,3,2,3
5,25,1,1,23,1,1,1,1,2,1,3,1,3,2,99
5,25,1,2,24,1,1,1,1,4,1,2,3,4,2,3
5,25,1,1,15,5,8,8,7,10,8,8,8,3,1,2
5,25,1,1,22,4,1,2,4,6,4,4,1,4,1,3
5,25,1,2,23,1,1,1,1,10,4,5,3,4,2,3
5,25,1,1,22,5,6,4,4,2,5,2,1,4,2,1
10,83,1,1,16,3,4,3,3,5,3,4,3,4,1,3
10,83,1,2,21,1,3,3,1,7,2,6,2,4,2,1
10,83,1,1,17,3,3,3,3,6,3,3,4,3,2,3
10,83,1,2,22,4,5,4,4,6,4,5,4,4,2,1
10,83,1,1,26,2,5,3,3,7,2,6,5,3,2,1
10,83,1,1,26,1,4,4,2,7,1,4,4,4,2,99
9,77,1,1,27,1,1,1,1,6,3,4,1,5,2,1
9,77,1,2,18,3,3,5,3,5,8,7,7,4,2,1
9,77,1,2,23,1,1,3,3,4,3,4,3,2,2,3
9,77,1,2,29,5,5,7,5,8,5,6,6,2,2,1
9,77,1,2,19,5,6,5,4,6,6,5,7,4,2,1
9,77,1,1,27,1,1,5,1,10,5,5,5,4,2,3
14,136,1,2,24,5,4,4,3,10,8,5,4,4,2,3
14,136,1,1,20,4,4,5,4,5,5,3,7,3,2,2
14,136,1,1,25,3,3,5,3,7,3,2,1,4,2,1
14,136,1,1,25,1,6,7,1,7,1,5,1,4,2,2
14,136,1,2,26,4,3,4,3,7,4,6,7,4,2,1
14,136,1,2,17,3,3,4,4,7,6,5,6,4,1,1
14,136,1,2,27,3,2,5,3,2,4,6,5,3,2,2
14,136,1,1,16,6,6,5,8,7,5,6,7,4,1,1
14,136,1,1,19,3,3,5,4,7,6,5,2,3,2,1
14,136,1,2,18,2,5,4,3,5,5,6,4,2,2,1
14,136,1,1,15,3,4,4,4,3,5,6,4,4,1,1
14,136,1,1,20,4,6,5,3,6,6,5,5,4,2,1
14,136,1,2,15,5,6,8,5,3,4,8,1,5,1,1
14,136,1,2,18,2,2,3,2,4,4,4,3,4,1,2
14,136,1,2,20,5,5,7,5,8,7,9,8,4,1,1
14,136,1,2,27,1,1,1,1,1,1,9,8,4,2,3
14,136,1,1,21,1,1,1,1,2,3,3,1,4,2,3
14,136,1,2,15,3,4,4,3,6,5,6,8,5,1,1
14,136,1,2,19,3,2,5,2,4,5,7,7,5,1,3
14,136,1,2,27,3,3,5,3,10,4,5,6,4,2,3
14,136,1,2,16,1,1,1,1,10,1,1,1,4,1,1
14,136,1,1,19,1,2,3,3,3,3,5,2,3,1,1
14,136,1,1,20,3,3,3,3,3,3,3,8,4,1,3
14,136,1,1,19,5,5,5,5,6,5,5,7,4,2,3
14,136,1,2,20,5,4,4,5,5,5,5,5,2,2,1
14,136,1,2,22,1,1,3,1,9,5,7,5,2,2,2
14,136,1,2,19,2,2,3,2,5,2,1,5,5,2,3
14,136,1,2,27,1,6,6,4,4,6,10,6,5,2,3
14,136,1,1,20,4,5,5,4,3,5,5,5,3,2,3
14,136,1,1,17,7,7,6,5,6,7,6,9,3,1,1
13,121,1,2,24,1,3,3,3,4,4,3,3,3,2,99
13,121,1,2,19,1,1,1,10,10,3,3,1,4,1,3
13,121,1,2,23,1,1,1,1,1,3,3,1,4,2,2
13,121,1,1,20,1,1,1,1,3,2,3,1,4,2,99
13,121,1,2,24,6,5,4,5,4,3,4,4,3,2,99
13,121,1,2,23,1,1,1,4,4,1,4,1,4,2,2
13,121,1,1,21,8,7,8,5,10,1,10,10,4,2,2
13,121,1,1,15,1,1,3,1,1,3,2,1,5,1,3
13,121,1,1,16,1,1,1,1,3,3,3,4,4,1,99
13,121,1,1,21,1,1,1,1,99,2,2,1,5,2,1
13,121,1,1,18,1,2,2,3,3,4,4,3,4,2,99
13,121,1,2,25,1,3,3,1,1,3,4,1,4,2,99
13,121,1,1,26,3,3,3,4,4,3,4,3,2,2,99
13,121,1,2,21,4,6,8,4,8,5,7,5,4,2,3
13,121,1,2,16,3,3,2,2,3,1,1,3,4,1,2
13,121,1,2,18,1,3,1,1,6,5,3,6,4,2,1
13,121,1,2,26,1,1,1,1,5,1,1,1,2,2,2
13,121,1,2,19,1,1,3,1,4,4,1,1,4,2,1
13,121,1,1,25,1,1,1,1,3,3,1,1,4,2,99
13,121,1,2,20,3,2,1,1,3,1,1,3,4,2,99
13,121,1,1,22,1,3,3,1,3,4,4,3,5,2,99
13,121,1,2,16,99,3,4,4,3,4,4,3,4,2,2
13,121,1,2,17,1,1,1,1,1,1,3,1,4,1,2
13,121,1,1,22,1,1,1,3,3,4,3,1,3,2,1
9,77,1,2,24,1,3,4,1,5,5,6,6,2,2,1
9,77,1,2,21,1,1,2,1,4,1,5,1,3,2,1
9,77,1,1,18,3,3,4,3,7,4,4,1,3,2,1
9,77,1,2,27,1,1,4,1,5,2,4,5,2,2,1
9,77,1,2,19,1,1,4,1,5,2,5,1,2,2,1
9,77,1,2,16,1,1,4,1,5,4,4,3,3,1,1
9,77,1,2,25,1,1,4,1,5,2,5,4,2,2,1
9,77,1,2,16,1,1,3,1,5,4,1,8,3,1,1
9,73,1,1,26,9,9,9,5,9,9,9,9,3,2,1
9,73,1,2,16,2,3,2,2,2,2,5,3,4,1,99
9,73,1,1,24,5,5,5,5,7,5,1,6,3,2,3
9,73,1,2,27,1,1,2,1,5,2,5,5,2,2,99
9,73,1,1,29,2,2,2,1,5,2,3,2,3,2,3
9,73,1,2,23,5,5,3,5,7,5,8,3,3,2,2
9,73,1,2,29,4,4,6,4,6,4,5,5,3,2,2
9,73,1,2,24,5,5,5,2,5,5,4,5,5,2,99
9,73,1,2,26,8,8,8,1,2,5,6,5,3,2,99
9,73,1,2,15,4,4,5,4,10,9,7,4,3,1,1
9,73,1,2,18,5,5,5,5,7,5,5,7,3,2,2
9,73,1,2,24,6,6,6,6,6,6,9,5,3,2,1
13,115,1,1,21,2,4,5,2,5,5,5,4,4,2,99
13,103,1,1,27,1,1,1,1,1,1,1,1,2,2,99
13,103,1,2,28,3,4,4,3,6,3,3,4,4,2,2
13,103,1,1,22,5,3,4,2,2,6,10,5,3,2,3
13,103,1,2,26,1,1,1,1,5,1,5,1,4,2,3
13,103,1,2,19,1,3,2,1,2,1,1,1,2,2,1
13,122,1,2,17,1,1,3,2,4,6,1,6,4,1,1
13,122,1,1,22,2,2,3,3,6,4,4,3,4,2,1
13,122,1,2,22,3,3,3,3,4,2,5,5,3,2,1
13,122,1,1,27,2,1,2,1,5,5,4,1,4,2,99
13,122,1,2,20,2,2,2,3,5,5,3,1,3,2,1
13,122,1,2,28,1,1,1,1,1,1,1,1,3,2,3
13,122,1,1,16,1,1,10,10,1,1,10,1,4,1,1
13,122,1,1,19,1,2,1,1,4,4,5,1,3,2,1
13,122,1,2,21,4,1,4,1,4,1,1,1,3,2,3
13,122,1,1,26,1,1,1,1,2,1,2,1,2,2,1
13,122,1,2,24,3,10,10,1,10,7,4,8,3,2,3
13,106,1,2,27,1,1,1,1,7,1,6,1,4,2,3
13,106,1,1,24,1,1,1,1,4,1,5,1,4,2,3
13,106,1,2,20,1,1,3,1,7,1,5,5,4,2,3
13,106,1,1,26,1,2,4,3,5,1,3,99,3,2,2
13,106,1,2,21,1,1,1,1,1,3,5,1,4,2,3
13,106,1,1,24,1,1,1,1,5,4,3,5,4,2,3
11,90,1,1,18,1,1,1,1,10,1,10,10,4,1,1
11,90,1,1,18,2,2,5,2,1,2,2,1,4,1,1
11,90,1,2,18,5,5,7,5,5,5,5,5,4,2,3
11,90,1,2,15,2,4,2,1,6,5,2,2,3,1,1
11,90,1,1,16,1,1,5,1,5,1,10,3,3,2,1
11,90,1,2,17,3,3,3,4,4,4,3,4,3,1,1
9,77,1,1,22,2,4,5,1,4,5,7,5,3,2,1
9,77,1,1,29,3,1,1,1,1,1,1,1,3,2,99
9,77,1,1,23,3,3,3,3,7,7,5,3,4,2,1
9,77,1,1,20,2,7,3,2,7,2,3,4,5,2,1
9,77,1,2,21,6,9,7,8,9,9,10,9,4,2,99
9,77,1,2,29,4,5,5,4,5,7,6,3,1,2,2
10,81,1,2,23,1,1,1,1,5,4,5,1,4,2,1
10,81,1,2,19,3,2,2,2,4,5,4,2,4,2,1
10,81,1,2,25,1,1,1,1,1,5,4,4,3,2,2
10,81,1,1,23,5,5,5,5,5,5,7,5,2,2,2
10,81,1,2,26,1,1,1,1,2,2,6,1,3,2,1
10,81,1,2,24,4,4,4,4,5,7,5,5,3,2,2
10,81,1,2,16,5,5,5,5,5,6,5,6,4,1,1
10,81,1,1,23,4,4,4,4,6,5,6,7,3,2,3
10,81,1,1,15,3,3,3,3,10,5,6,8,5,1,1
10,81,1,1,19,1,1,1,1,1,1,4,5,4,2,1
10,81,1,1,26,1,1,1,1,3,5,7,5,3,2,1
10,84,1,1,16,4,4,5,4,9,8,5,7,4,1,1
10,84,1,2,29,1,1,4,1,9,1,8,4,4,2,99
10,84,1,2,29,1,1,4,1,6,4,5,3,3,2,1
10,84,1,1,16,2,2,2,2,5,6,5,5,4,1,1
10,84,1,2,27,2,2,2,2,3,4,3,4,2,2,1
10,84,1,2,25,1,1,8,1,2,3,3,5,3,2,2
10,84,1,2,25,1,1,1,1,8,3,7,1,3,2,1
10,84,1,1,26,2,2,2,2,2,2,4,5,2,2,1
10,84,1,2,24,5,5,5,5,6,7,6,4,4,2,3
10,84,1,1,18,6,6,6,6,7,7,8,6,2,1,1
9,77,1,2,28,1,1,1,1,1,5,1,1,4,2,1
9,77,1,2,18,3,3,5,1,8,5,4,9,3,2,2
9,77,1,2,20,2,1,4,1,10,2,9,2,4,2,2
9,77,1,2,23,1,1,4,1,1,1,5,1,4,2,3
9,77,1,2,29,1,1,5,6,6,3,2,3,3,2,1
9,77,1,1,16,1,1,1,1,9,5,5,6,4,1,1
9,77,1,2,15,2,2,5,4,7,5,7,5,4,1,1
9,77,1,1,16,1,1,3,1,8,5,7,6,4,1,2
9,77,1,2,19,1,1,2,1,4,2,7,4,3,2,1
9,77,1,1,25,1,1,3,1,8,5,5,5,3,2,2
9,77,1,1,16,2,2,4,2,6,6,5,3,4,1,1
9,77,1,2,15,1,3,2,1,3,3,5,3,3,1,1
9,77,1,2,18,1,1,5,1,8,6,7,3,3,1,1
9,77,1,1,21,5,5,2,1,6,5,6,6,2,2,2
9,77,1,2,20,4,8,6,8,10,8,8,7,3,2,1
9,77,1,1,16,1,7,4,2,1,2,7,10,4,1,3
9,77,1,2,28,1,3,3,1,7,3,5,1,3,2,1
9,77,1,1,25,2,3,4,1,4,3,3,5,4,2,2
9,77,1,2,21,4,4,3,1,5,5,3,8,4,1,99
9,77,1,1,19,6,6,6,6,5,7,5,6,3,1,1
9,77,1,2,18,5,6,7,6,8,9,4,5,3,1,1
9,77,1,2,26,4,5,5,3,5,2,3,4,4,2,2
9,77,1,2,25,4,5,99,1,8,6,5,5,4,2,2
9,77,1,1,20,3,2,1,3,2,4,3,2,4,2,3
9,77,1,1,26,5,5,6,4,5,6,8,5,5,2,2
9,77,1,1,25,1,4,8,5,8,8,5,7,3,2,1
9,77,1,1,15,8,10,9,4,8,9,7,10,4,1,3
9,77,1,2,17,5,7,6,6,10,9,4,7,4,1,2
13,116,1,2,15,3,5,8,3,10,10,10,3,4,2,99
13,116,1,2,24,1,1,1,1,5,1,1,1,4,2,1
13,116,1,1,16,1,1,1,1,5,1,5,1,3,1,2
13,116,1,2,23,2,4,2,3,9,5,8,1,3,2,1
13,116,1,1,18,1,1,1,1,5,1,1,9,3,1,3
13,116,1,2,25,1,5,4,5,6,5,6,5,5,2,3
13,116,1,2,25,3,5,5,2,7,5,5,3,5,2,3
13,116,1,1,15,5,10,5,1,10,5,4,9,4,1,3
13,116,1,1,24,1,4,5,1,5,5,5,5,4,2,3
13,116,1,2,19,1,1,1,1,10,3,5,1,4,2,2
13,116,1,2,23,3,2,1,2,4,6,3,2,3,2,2
13,116,1,2,19,1,1,1,1,7,1,5,5,4,2,2
13,116,1,1,22,2,1,1,1,1,1,1,1,3,2,2
13,116,1,1,28,1,4,5,4,7,3,2,1,3,2,1
13,116,1,1,20,1,1,1,1,1,1,1,1,4,2,1
13,116,1,2,25,1,3,1,4,10,1,4,1,4,2,1
13,116,1,1,19,1,1,1,1,1,1,1,1,4,2,99
13,116,1,2,15,5,5,4,5,5,5,5,5,4,1,1
13,116,1,2,17,1,1,1,1,10,1,5,10,4,2,1
13,116,1,1,20,5,5,6,2,7,5,5,5,3,2,2
13,116,1,1,19,1,1,1,1,1,1,1,1,4,2,1
13,116,1,2,19,5,5,5,5,10,5,10,3,3,2,1
13,116,1,1,18,5,9,3,2,9,5,6,9,4,1,1
13,116,1,2,15,3,3,2,1,6,5,5,6,3,1,99
13,116,1,1,26,1,2,1,1,2,1,2,2,2,2,3
13,116,1,2,18,1,1,1,1,1,1,1,1,3,1,2
13,127,1,1,20,5,4,7,5,6,4,7,5,3,2,1
13,127,1,1,21,4,6,8,6,8,3,5,5,3,2,1
13,127,1,2,24,4,5,4,1,6,2,5,4,2,2,1
13,127,1,1,26,3,4,1,1,5,2,4,4,3,2,3
13,127,1,1,21,1,1,1,1,3,1,4,1,4,2,3
13,127,1,1,19,1,5,3,4,4,2,5,3,3,2,3
13,101,1,1,18,2,3,5,2,2,3,2,1,4,1,1
13,101,1,1,17,1,3,6,3,2,2,2,2,4,1,3
13,101,1,1,21,1,4,1,1,2,1,3,3,3,2,99
13,116,1,1,23,1,2,4,1,1,4,4,2,2,2,1
13,128,1,1,20,1,1,1,1,10,1,2,1,3,2,1
13,128,1,2,16,5,5,3,5,7,6,3,7,2,1,1
13,128,1,1,23,3,2,3,2,5,7,6,3,4,2,1
13,128,1,1,22,3,4,3,3,3,3,3,3,3,2,99
13,128,1,1,18,1,4,3,1,7,7,5,4,3,1,1
13,128,1,1,18,1,1,1,1,1,1,1,1,2,1,2
13,120,1,1,21,1,1,1,1,1,1,1,1,4,2,2
13,120,1,1,24,1,1,2,1,6,2,2,2,3,2,3
